Artist,Song Title,Youtube Link
Roberta Flack,Killing Me Softly with His Song,https://www.youtube.com/results?search_query=Roberta+Flack+Killing+Me+Softly+with+His+Song
Roberta Flack,Feel Like Makin' Love,https://www.youtube.com/results?search_query=Roberta+Flack+Feel+Like+Makin%27+Love
Minnie Riperton,Lovin' You,https://www.youtube.com/results?search_query=Minnie+Riperton+Lovin%27+You
Natalie Cole,This Will Be,https://www.youtube.com/results?search_query=Natalie+Cole+This+Will+Be
Bill Withers,Lean on Me,https://www.youtube.com/results?search_query=Bill+Withers+Lean+on+Me
Bill Withers,Ain't No Sunshine,https://www.youtube.com/results?search_query=Bill+Withers+Ain%27t+No+Sunshine
Bill Withers,Use Me,https://www.youtube.com/results?search_query=Bill+Withers+Use+Me
Randy Newman,Short People,https://www.youtube.com/results?search_query=Randy+Newman+Short+People
Warren Zevon,Werewolves of London,https://www.youtube.com/results?search_query=Warren+Zevon+Werewolves+of+London
Little River Band,Reminiscing,https://www.youtube.com/results?search_query=Little+River+Band+Reminiscing
Player,This Time I Know It's for Real,https://www.youtube.com/results?search_query=Player+This+Time+I+Know+It%27s+for+Real
The Doobie Brothers,Black Water,https://www.youtube.com/results?search_query=The+Doobie+Brothers+Black+Water
Ambrosia,Biggest Part of Me,https://www.youtube.com/results?search_query=Ambrosia+Biggest+Part+of+Me
Firefall,You Are the Woman,https://www.youtube.com/results?search_query=Firefall+You+Are+the+Woman
Seals and Crofts,Summer Breeze,https://www.youtube.com/results?search_query=Seals+and+Crofts+Summer+Breeze
Bread,Make It with You,https://www.youtube.com/results?search_query=Bread+Make+It+with+You
Bread,If,https://www.youtube.com/results?search_query=Bread+If
Three Dog Night,Joy to the World,https://www.youtube.com/results?search_query=Three+Dog+Night+Joy+to+the+World
Three Dog Night,Mama Told Me Not to Come,https://www.youtube.com/results?search_query=Three+Dog+Night+Mama+Told+Me+Not+to+Come
Grand Funk Railroad,We're an American Band,https://www.youtube.com/results?search_query=Grand+Funk+Railroad+We%27re+an+American+Band
The Guess Who,American Woman,https://www.youtube.com/results?search_query=The+Guess+Who+American+Woman
Todd Rundgren,Hello It's Me,https://www.youtube.com/results?search_query=Todd+Rundgren+Hello+It%27s+Me
Todd Rundgren,I Saw the Light,https://www.youtube.com/results?search_query=Todd+Rundgren+I+Saw+the+Light
Bachman-Turner Overdrive,Takin' Care of Business,https://www.youtube.com/results?search_query=Bachman-Turner+Overdrive+Takin%27+Care+of+Business
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,https://www.youtube.com/results?search_query=Bachman-Turner+Overdrive+You+Ain%27t+Seen+Nothing+Yet
Alice Cooper,School's Out,https://www.youtube.com/results?search_query=Alice+Cooper+School%27s+Out
T. Rex,Bang a Gong (Get It On),https://www.youtube.com/results?search_query=T.+Rex+Bang+a+Gong+%28Get+It+On%29
Rick James,Mary Jane,https://www.youtube.com/results?search_query=Rick+James+Mary+Jane
Betty Wright,Clean Up Woman,https://www.youtube.com/results?search_query=Betty+Wright+Clean+Up+Woman
The Spinners,Rubberband Man,https://www.youtube.com/results?search_query=The+Spinners+Rubberband+Man
The Emotions,Best of My Love,https://www.youtube.com/results?search_query=The+Emotions+Best+of+My+Love
The Commodores,Easy,https://www.youtube.com/results?search_query=The+Commodores+Easy
The Commodores,Brick House,https://www.youtube.com/results?search_query=The+Commodores+Brick+House
Lionel Richie,Three Times a Lady,https://www.youtube.com/results?search_query=Lionel+Richie+Three+Times+a+Lady
Hall & Oates,Sara Smile,https://www.youtube.com/results?search_query=Hall+%26+Oates+Sara+Smile
Hall & Oates,Rich Girl,https://www.youtube.com/results?search_query=Hall+%26+Oates+Rich+Girl
Climax Blues Band,Couldn't Get It Right,https://www.youtube.com/results?search_query=Climax+Blues+Band+Couldn%27t+Get+It+Right
