Artist,Song Title,Youtube Link
Foo Fighters,My Hero,https://www.youtube.com/results?search_query=Foo+Fighters+My+Hero
Whitney Houston,I Will Always Love You,https://www.youtube.com/results?search_query=Whitney+Houston+I+Will+Always+Love+You
Whitney Houston,I'm Every Woman,https://www.youtube.com/results?search_query=Whitney+Houston+I%27m+Every+Woman
Mariah Carey,Fantasy,https://www.youtube.com/results?search_query=Mariah+Carey+Fantasy
Mariah Carey,Always Be My Baby,https://www.youtube.com/results?search_query=Mariah+Carey+Always+Be+My+Baby
Mariah Carey,Hero,https://www.youtube.com/results?search_query=Mariah+Carey+Hero
Celine Dion,My Heart Will Go On,https://www.youtube.com/results?search_query=Celine+Dion+My+Heart+Will+Go+On
Celine Dion,Because You Loved Me,https://www.youtube.com/results?search_query=Celine+Dion+Because+You+Loved+Me
TLC,No Scrubs,https://www.youtube.com/results?search_query=TLC+No+Scrubs
TLC,Waterfalls,https://www.youtube.com/results?search_query=TLC+Waterfalls
Destiny's Child,Say My Name,https://www.youtube.com/results?search_query=Destiny%27s+Child+Say+My+Name
Destiny's Child,"Bills, Bills, Bills",https://www.youtube.com/results?search_query=Destiny%27s+Child+Bills%2C+Bills%2C+Bills
Boyz II Men,End of the Road,https://www.youtube.com/results?search_query=Boyz+II+Men+End+of+the+Road
Boyz II Men,I'll Make Love to You,https://www.youtube.com/results?search_query=Boyz+II+Men+I%27ll+Make+Love+to+You
Boyz II Men,On Bended Knee,https://www.youtube.com/results?search_query=Boyz+II+Men+On+Bended+Knee
Brandy,The Boy Is Mine,https://www.youtube.com/results?search_query=Brandy+The+Boy+Is+Mine
Monica,The Boy Is Mine,https://www.youtube.com/results?search_query=Monica+The+Boy+Is+Mine
En Vogue,Don't Let Go (Love),https://www.youtube.com/results?search_query=En+Vogue+Don%27t+Let+Go+%28Love%29
SWV,Weak,https://www.youtube.com/results?search_query=SWV+Weak
Toni Braxton,Un-Break My Heart,https://www.youtube.com/results?search_query=Toni+Braxton+Un-Break+My+Heart
Toni Braxton,Breathe Again,https://www.youtube.com/results?search_query=Toni+Braxton+Breathe+Again
Aaliyah,Are You That Somebody?,https://www.youtube.com/results?search_query=Aaliyah+Are+You+That+Somebody%3F
Usher,Nice & Slow,https://www.youtube.com/results?search_query=Usher+Nice+%26+Slow
Usher,You Make Me Wanna...,https://www.youtube.com/results?search_query=Usher+You+Make+Me+Wanna...
R. Kelly,I Believe I Can Fly,https://www.youtube.com/results?search_query=R.+Kelly+I+Believe+I+Can+Fly
Coolio,Gangsta's Paradise,https://www.youtube.com/results?search_query=Coolio+Gangsta%27s+Paradise
2Pac,California Love,https://www.youtube.com/results?search_query=2Pac+California+Love
2Pac,Changes,https://www.youtube.com/results?search_query=2Pac+Changes
The Notorious B.I.G.,Juicy,https://www.youtube.com/results?search_query=The+Notorious+B.I.G.+Juicy
The Notorious B.I.G.,Hypnotize,https://www.youtube.com/results?search_query=The+Notorious+B.I.G.+Hypnotize
Dr. Dre,Nuthin' but a 'G' Thang,https://www.youtube.com/results?search_query=Dr.+Dre+Nuthin%27+but+a+%27G%27+Thang
Snoop Dogg,Gin and Juice,https://www.youtube.com/results?search_query=Snoop+Dogg+Gin+and+Juice
Warren G,Regulate,https://www.youtube.com/results?search_query=Warren+G+Regulate
Nas,If I Ruled the World,https://www.youtube.com/results?search_query=Nas+If+I+Ruled+the+World
Wu-Tang Clan,C.R.E.A.M.,https://www.youtube.com/results?search_query=Wu-Tang+Clan+C.R.E.A.M.
Salt-N-Pepa,Shoop,https://www.youtube.com/results?search_query=Salt-N-Pepa+Shoop
Salt-N-Pepa,Whatta Man,https://www.youtube.com/results?search_query=Salt-N-Pepa+Whatta+Man
Montell Jordan,This Is How We Do It,https://www.youtube.com/results?search_query=Montell+Jordan+This+Is+How+We+Do+It
Lauryn Hill,Doo Wop (That Thing),https://www.youtube.com/results?search_query=Lauryn+Hill+Doo+Wop+%28That+Thing%29
Fugees,Killing Me Softly with His Song,https://www.youtube.com/results?search_query=Fugees+Killing+Me+Softly+with+His+Song
Puff Daddy,I'll Be Missing You,https://www.youtube.com/results?search_query=Puff+Daddy+I%27ll+Be+Missing+You
Will Smith,Gettin' Jiggy wit It,https://www.youtube.com/results?search_query=Will+Smith+Gettin%27+Jiggy+wit+It
Vanilla Ice,Ice Ice Baby,https://www.youtube.com/results?search_query=Vanilla+Ice+Ice+Ice+Baby
MC Hammer,U Can't Touch This,https://www.youtube.com/results?search_query=MC+Hammer+U+Can%27t+Touch+This
Sir Mix-a-Lot,Baby Got Back,https://www.youtube.com/results?search_query=Sir+Mix-a-Lot+Baby+Got+Back
Ace of Base,The Sign,https://www.youtube.com/results?search_query=Ace+of+Base+The+Sign
Ace of Base,All That She Wants,https://www.youtube.com/results?search_query=Ace+of+Base+All+That+She+Wants
Haddaway,What Is Love,https://www.youtube.com/results?search_query=Haddaway+What+Is+Love
La Bouche,Be My Lover,https://www.youtube.com/results?search_query=La+Bouche+Be+My+Lover
Real McCoy,Another Night,https://www.youtube.com/results?search_query=Real+McCoy+Another+Night
Corona,Rhythm of the Night,https://www.youtube.com/results?search_query=Corona+Rhythm+of+the+Night
Robyn,Show Me Love,https://www.youtube.com/results?search_query=Robyn+Show+Me+Love
Backstreet Boys,I Want It That Way,https://www.youtube.com/results?search_query=Backstreet+Boys+I+Want+It+That+Way
Backstreet Boys,Everybody (Backstreet's Back),https://www.youtube.com/results?search_query=Backstreet+Boys+Everybody+%28Backstreet%27s+Back%29
Backstreet Boys,As Long as You Love Me,https://www.youtube.com/results?search_query=Backstreet+Boys+As+Long+as+You+Love+Me
NSYNC,Bye Bye Bye,https://www.youtube.com/results?search_query=NSYNC+Bye+Bye+Bye
NSYNC,Tearin' Up My Heart,https://www.youtube.com/results?search_query=NSYNC+Tearin%27+Up+My+Heart
Spice Girls,Wannabe,https://www.youtube.com/results?search_query=Spice+Girls+Wannabe
Spice Girls,Say You'll Be There,https://www.youtube.com/results?search_query=Spice+Girls+Say+You%27ll+Be+There
Britney Spears,...Baby One More Time,https://www.youtube.com/results?search_query=Britney+Spears+...Baby+One+More+Time
Britney Spears,Sometimes,https://www.youtube.com/results?search_query=Britney+Spears+Sometimes
Christina Aguilera,Genie in a Bottle,https://www.youtube.com/results?search_query=Christina+Aguilera+Genie+in+a+Bottle
Savage Garden,Truly Madly Deeply,https://www.youtube.com/results?search_query=Savage+Garden+Truly+Madly+Deeply
Savage Garden,I Want You,https://www.youtube.com/results?search_query=Savage+Garden+I+Want+You
Hanson,MMMBop,https://www.youtube.com/results?search_query=Hanson+MMMBop
Jewel,You Were Meant for Me,https://www.youtube.com/results?search_query=Jewel+You+Were+Meant+for+Me
Sarah McLachlan,Angel,https://www.youtube.com/results?search_query=Sarah+McLachlan+Angel
Sarah McLachlan,Building a Mystery,https://www.youtube.com/results?search_query=Sarah+McLachlan+Building+a+Mystery
Natalie Imbruglia,Torn,https://www.youtube.com/results?search_query=Natalie+Imbruglia+Torn
Shania Twain,Man! I Feel Like a Woman!,https://www.youtube.com/results?search_query=Shania+Twain+Man%21+I+Feel+Like+a+Woman%21
Shania Twain,You're Still the One,https://www.youtube.com/results?search_query=Shania+Twain+You%27re+Still+the+One
Garth Brooks,Friends in Low Places,https://www.youtube.com/results?search_query=Garth+Brooks+Friends+in+Low+Places
Faith Hill,This Kiss,https://www.youtube.com/results?search_query=Faith+Hill+This+Kiss
LeAnn Rimes,How Do I Live,https://www.youtube.com/results?search_query=LeAnn+Rimes+How+Do+I+Live
Deana Carter,Strawberry Wine,https://www.youtube.com/results?search_query=Deana+Carter+Strawberry+Wine
Tim McGraw,Don't Take the Girl,https://www.youtube.com/results?search_query=Tim+McGraw+Don%27t+Take+the+Girl
Ricky Martin,Livin' la Vida Loca,https://www.youtube.com/results?search_query=Ricky+Martin+Livin%27+la+Vida+Loca
Enrique Iglesias,Bailamos,https://www.youtube.com/results?search_query=Enrique+Iglesias+Bailamos
Aqua,Barbie Girl,https://www.youtube.com/results?search_query=Aqua+Barbie+Girl
Cher,Believe,https://www.youtube.com/results?search_query=Cher+Believe
Madonna,Frozen,https://www.youtube.com/results?search_query=Madonna+Frozen
Madonna,Ray of Light,https://www.youtube.com/results?search_query=Madonna+Ray+of+Light
Janet Jackson,Together Again,https://www.youtube.com/results?search_query=Janet+Jackson+Together+Again
Mary J. Blige,Real Love,https://www.youtube.com/results?search_query=Mary+J.+Blige+Real+Love
Mary J. Blige,Be Happy,https://www.youtube.com/results?search_query=Mary+J.+Blige+Be+Happy
Erykah Badu,On & On,https://www.youtube.com/results?search_query=Erykah+Badu+On+%26+On
D'Angelo,Untitled (How Does It Feel),https://www.youtube.com/results?search_query=D%27Angelo+Untitled+%28How+Does+It+Feel%29
Maxwell,Ascension (Don't Ever Wonder),https://www.youtube.com/results?search_query=Maxwell+Ascension+%28Don%27t+Ever+Wonder%29
Seal,Kiss from a Rose,https://www.youtube.com/results?search_query=Seal+Kiss+from+a+Rose
Des'ree,You Gotta Be,https://www.youtube.com/results?search_query=Des%27ree+You+Gotta+Be
Blackstreet,No Diggity,https://www.youtube.com/results?search_query=Blackstreet+No+Diggity
112,Cupid,https://www.youtube.com/results?search_query=112+Cupid
Az Yet,Hard to Say I'm Sorry,https://www.youtube.com/results?search_query=Az+Yet+Hard+to+Say+I%27m+Sorry
All-4-One,I Swear,https://www.youtube.com/results?search_query=All-4-One+I+Swear
Color Me Badd,I Wanna Sex You Up,https://www.youtube.com/results?search_query=Color+Me+Badd+I+Wanna+Sex+You+Up
Boyz II Men,Motownphilly,https://www.youtube.com/results?search_query=Boyz+II+Men+Motownphilly
Blues Traveler,Run-Around,https://www.youtube.com/results?search_query=Blues+Traveler+Run-Around
Dave Matthews Band,Crash Into Me,https://www.youtube.com/results?search_query=Dave+Matthews+Band+Crash+Into+Me
Dave Matthews Band,Ants Marching,https://www.youtube.com/results?search_query=Dave+Matthews+Band+Ants+Marching
Sublime,Santeria,https://www.youtube.com/results?search_query=Sublime+Santeria
Sublime,What I Got,https://www.youtube.com/results?search_query=Sublime+What+I+Got
311,Down,https://www.youtube.com/results?search_query=311+Down
Everclear,Santa Monica,https://www.youtube.com/results?search_query=Everclear+Santa+Monica
Marcy Playground,Sex and Candy,https://www.youtube.com/results?search_query=Marcy+Playground+Sex+and+Candy
Fastball,The Way,https://www.youtube.com/results?search_query=Fastball+The+Way
Eve 6,Inside Out,https://www.youtube.com/results?search_query=Eve+6+Inside+Out
Smash Mouth,Walkin' on the Sun,https://www.youtube.com/results?search_query=Smash+Mouth+Walkin%27+on+the+Sun
Smash Mouth,All Star,https://www.youtube.com/results?search_query=Smash+Mouth+All+Star
Lit,My Own Worst Enemy,https://www.youtube.com/results?search_query=Lit+My+Own+Worst+Enemy
Len,Steal My Sunshine,https://www.youtube.com/results?search_query=Len+Steal+My+Sunshine
Chumbawamba,Tubthumping,https://www.youtube.com/results?search_query=Chumbawamba+Tubthumping
Right Said Fred,I'm Too Sexy,https://www.youtube.com/results?search_query=Right+Said+Fred+I%27m+Too+Sexy
Deee-Lite,Groove Is in the Heart,https://www.youtube.com/results?search_query=Deee-Lite+Groove+Is+in+the+Heart
EMF,Unbelievable,https://www.youtube.com/results?search_query=EMF+Unbelievable
Right Said Fred,Deeply Dippy,https://www.youtube.com/results?search_query=Right+Said+Fred+Deeply+Dippy
The Cranberries,Zombie,https://www.youtube.com/results?search_query=The+Cranberries+Zombie
The Cranberries,Linger,https://www.youtube.com/results?search_query=The+Cranberries+Linger
Sinead O'Connor,Nothing Compares 2 U,https://www.youtube.com/results?search_query=Sinead+O%27Connor+Nothing+Compares+2+U
Tori Amos,Cornflake Girl,https://www.youtube.com/results?search_query=Tori+Amos+Cornflake+Girl
Bjork,It's Oh So Quiet,https://www.youtube.com/results?search_query=Bjork+It%27s+Oh+So+Quiet
Portishead,Glory Box,https://www.youtube.com/results?search_query=Portishead+Glory+Box
Massive Attack,Teardrop,https://www.youtube.com/results?search_query=Massive+Attack+Teardrop
Prodigy,Firestarter,https://www.youtube.com/results?search_query=Prodigy+Firestarter
Chemical Brothers,Block Rockin' Beats,https://www.youtube.com/results?search_query=Chemical+Brothers+Block+Rockin%27+Beats
Fatboy Slim,Praise You,https://www.youtube.com/results?search_query=Fatboy+Slim+Praise+You
Daft Punk,Around the World,https://www.youtube.com/results?search_query=Daft+Punk+Around+the+World
Jamiroquai,Virtual Insanity,https://www.youtube.com/results?search_query=Jamiroquai+Virtual+Insanity
Spin Doctors,Two Princes,https://www.youtube.com/results?search_query=Spin+Doctors+Two+Princes
Toad the Wet Sprocket,All I Want,https://www.youtube.com/results?search_query=Toad+the+Wet+Sprocket+All+I+Want
Tonic,If You Could Only See,https://www.youtube.com/results?search_query=Tonic+If+You+Could+Only+See
Vertical Horizon,Everything You Want,https://www.youtube.com/results?search_query=Vertical+Horizon+Everything+You+Want
Third Eye Blind,Jumper,https://www.youtube.com/results?search_query=Third+Eye+Blind+Jumper
Gin Blossoms,Hey Jealousy,https://www.youtube.com/results?search_query=Gin+Blossoms+Hey+Jealousy
Gin Blossoms,Follow You Down,https://www.youtube.com/results?search_query=Gin+Blossoms+Follow+You+Down
Sponge,Plowed,https://www.youtube.com/results?search_query=Sponge+Plowed
Local H,Bound for the Floor,https://www.youtube.com/results?search_query=Local+H+Bound+for+the+Floor
Filter,Take a Picture,https://www.youtube.com/results?search_query=Filter+Take+a+Picture
Days of the New,"Touch, Peel and Stand",https://www.youtube.com/results?search_query=Days+of+the+New+Touch%2C+Peel+and+Stand
Creed,Higher,https://www.youtube.com/results?search_query=Creed+Higher
Creed,With Arms Wide Open,https://www.youtube.com/results?search_query=Creed+With+Arms+Wide+Open
Godsmack,Whatever,https://www.youtube.com/results?search_query=Godsmack+Whatever
Kid Rock,Bawitdaba,https://www.youtube.com/results?search_query=Kid+Rock+Bawitdaba
Limp Bizkit,Nookie,https://www.youtube.com/results?search_query=Limp+Bizkit+Nookie
Korn,Freak on a Leash,https://www.youtube.com/results?search_query=Korn+Freak+on+a+Leash
Rage Against the Machine,Killing in the Name,https://www.youtube.com/results?search_query=Rage+Against+the+Machine+Killing+in+the+Name
Rob Zombie,Dragula,https://www.youtube.com/results?search_query=Rob+Zombie+Dragula
White Zombie,More Human Than Human,https://www.youtube.com/results?search_query=White+Zombie+More+Human+Than+Human
Marilyn Manson,The Beautiful People,https://www.youtube.com/results?search_query=Marilyn+Manson+The+Beautiful+People
Tool,Sober,https://www.youtube.com/results?search_query=Tool+Sober
