Artist,Song Title,Youtube Link
Foreigner,I Want to Know What Love Is,https://www.youtube.com/results?search_query=Foreigner+I+Want+to+Know+What+Love+Is
REO Speedwagon,Can't Fight This Feeling,https://www.youtube.com/results?search_query=REO+Speedwagon+Can%27t+Fight+This+Feeling
Survivor,Eye of the Tiger,https://www.youtube.com/results?search_query=Survivor+Eye+of+the+Tiger
Kenny Loggins,Footloose,https://www.youtube.com/results?search_query=Kenny+Loggins+Footloose
Kenny Loggins,Danger Zone,https://www.youtube.com/results?search_query=Kenny+Loggins+Danger+Zone
Huey Lewis and the News,The Power of Love,https://www.youtube.com/results?search_query=Huey+Lewis+and+the+News+The+Power+of+Love
Huey Lewis and the News,Hip to Be Square,https://www.youtube.com/results?search_query=Huey+Lewis+and+the+News+Hip+to+Be+Square
Cyndi Lauper,True Colors,https://www.youtube.com/results?search_query=Cyndi+Lauper+True+Colors
Tina Turner,What's Love Got to Do with It,https://www.youtube.com/results?search_query=Tina+Turner+What%27s+Love+Got+to+Do+with+It
Tina Turner,Better Be Good to Me,https://www.youtube.com/results?search_query=Tina+Turner+Better+Be+Good+to+Me
Bruce Springsteen,Born in the U.S.A.,https://www.youtube.com/results?search_query=Bruce+Springsteen+Born+in+the+U.S.A.
Bruce Springsteen,Dancing in the Dark,https://www.youtube.com/results?search_query=Bruce+Springsteen+Dancing+in+the+Dark
Bryan Adams,Summer of '69,https://www.youtube.com/results?search_query=Bryan+Adams+Summer+of+%2769
Bryan Adams,Heaven,https://www.youtube.com/results?search_query=Bryan+Adams+Heaven
Billy Idol,White Wedding,https://www.youtube.com/results?search_query=Billy+Idol+White+Wedding
Billy Idol,Rebel Yell,https://www.youtube.com/results?search_query=Billy+Idol+Rebel+Yell
Billy Ocean,Caribbean Queen,https://www.youtube.com/results?search_query=Billy+Ocean+Caribbean+Queen
Lionel Richie,Hello,https://www.youtube.com/results?search_query=Lionel+Richie+Hello
Lionel Richie,All Night Long,https://www.youtube.com/results?search_query=Lionel+Richie+All+Night+Long
Lionel Richie,"Say You, Say Me",https://www.youtube.com/results?search_query=Lionel+Richie+Say+You%2C+Say+Me
Stevie Wonder,I Just Called to Say I Love You,https://www.youtube.com/results?search_query=Stevie+Wonder+I+Just+Called+to+Say+I+Love+You
Stevie Wonder,Part-Time Lover,https://www.youtube.com/results?search_query=Stevie+Wonder+Part-Time+Lover
Hall & Oates,Maneater,https://www.youtube.com/results?search_query=Hall+%26+Oates+Maneater
Hall & Oates,Out of Touch,https://www.youtube.com/results?search_query=Hall+%26+Oates+Out+of+Touch
Hall & Oates,Private Eyes,https://www.youtube.com/results?search_query=Hall+%26+Oates+Private+Eyes
Daryl Hall & John Oates,I Can't Go for That (No Can Do),https://www.youtube.com/results?search_query=Daryl+Hall+%26+John+Oates+I+Can%27t+Go+for+That+%28No+Can+Do%29
The Bangles,Walk Like an Egyptian,https://www.youtube.com/results?search_query=The+Bangles+Walk+Like+an+Egyptian
The Bangles,Eternal Flame,https://www.youtube.com/results?search_query=The+Bangles+Eternal+Flame
Bananarama,Cruel Summer,https://www.youtube.com/results?search_query=Bananarama+Cruel+Summer
Pat Benatar,Love Is a Battlefield,https://www.youtube.com/results?search_query=Pat+Benatar+Love+Is+a+Battlefield
Pat Benatar,Hit Me with Your Best Shot,https://www.youtube.com/results?search_query=Pat+Benatar+Hit+Me+with+Your+Best+Shot
Joan Jett & the Blackhearts,I Love Rock 'N' Roll,https://www.youtube.com/results?search_query=Joan+Jett+%26+the+Blackhearts+I+Love+Rock+%27N%27+Roll
Berlin,Take My Breath Away,https://www.youtube.com/results?search_query=Berlin+Take+My+Breath+Away
Kim Carnes,Bette Davis Eyes,https://www.youtube.com/results?search_query=Kim+Carnes+Bette+Davis+Eyes
Air Supply,All Out of Love,https://www.youtube.com/results?search_query=Air+Supply+All+Out+of+Love
Air Supply,Making Love Out of Nothing at All,https://www.youtube.com/results?search_query=Air+Supply+Making+Love+Out+of+Nothing+at+All
Christopher Cross,Sailing,https://www.youtube.com/results?search_query=Christopher+Cross+Sailing
Christopher Cross,Ride Like the Wind,https://www.youtube.com/results?search_query=Christopher+Cross+Ride+Like+the+Wind
Rick Springfield,Jessie's Girl,https://www.youtube.com/results?search_query=Rick+Springfield+Jessie%27s+Girl
Robert Palmer,Addicted to Love,https://www.youtube.com/results?search_query=Robert+Palmer+Addicted+to+Love
A Flock of Seagulls,I Ran (So Far Away),https://www.youtube.com/results?search_query=A+Flock+of+Seagulls+I+Ran+%28So+Far+Away%29
Men at Work,Down Under,https://www.youtube.com/results?search_query=Men+at+Work+Down+Under
Men Without Hats,The Safety Dance,https://www.youtube.com/results?search_query=Men+Without+Hats+The+Safety+Dance
Dead or Alive,You Spin Me Round (Like a Record),https://www.youtube.com/results?search_query=Dead+or+Alive+You+Spin+Me+Round+%28Like+a+Record%29
Kajagoogoo,Too Shy,https://www.youtube.com/results?search_query=Kajagoogoo+Too+Shy
The Go-Go's,We Got the Beat,https://www.youtube.com/results?search_query=The+Go-Go%27s+We+Got+the+Beat
Til Tuesday,Voices Carry,https://www.youtube.com/results?search_query=Til+Tuesday+Voices+Carry
Nena,99 Luftballons,https://www.youtube.com/results?search_query=Nena+99+Luftballons
Falco,Rock Me Amadeus,https://www.youtube.com/results?search_query=Falco+Rock+Me+Amadeus
Devo,Whip It,https://www.youtube.com/results?search_query=Devo+Whip+It
Talking Heads,Once in a Lifetime,https://www.youtube.com/results?search_query=Talking+Heads+Once+in+a+Lifetime
Talking Heads,Burning Down the House,https://www.youtube.com/results?search_query=Talking+Heads+Burning+Down+the+House
The Cars,Drive,https://www.youtube.com/results?search_query=The+Cars+Drive
The Cars,You Might Think,https://www.youtube.com/results?search_query=The+Cars+You+Might+Think
The Cure,Just Like Heaven,https://www.youtube.com/results?search_query=The+Cure+Just+Like+Heaven
The Smiths,How Soon Is Now?,https://www.youtube.com/results?search_query=The+Smiths+How+Soon+Is+Now%3F
INXS,Need You Tonight,https://www.youtube.com/results?search_query=INXS+Need+You+Tonight
INXS,Never Tear Us Apart,https://www.youtube.com/results?search_query=INXS+Never+Tear+Us+Apart
U2,With or Without You,https://www.youtube.com/results?search_query=U2+With+or+Without+You
U2,I Still Haven't Found What I'm Looking For,https://www.youtube.com/results?search_query=U2+I+Still+Haven%27t+Found+What+I%27m+Looking+For
U2,Sunday Bloody Sunday,https://www.youtube.com/results?search_query=U2+Sunday+Bloody+Sunday
R.E.M.,Losing My Religion,https://www.youtube.com/results?search_query=R.E.M.+Losing+My+Religion
R.E.M.,The One I Love,https://www.youtube.com/results?search_query=R.E.M.+The+One+I+Love
Peter Gabriel,Sledgehammer,https://www.youtube.com/results?search_query=Peter+Gabriel+Sledgehammer
Peter Gabriel,In Your Eyes,https://www.youtube.com/results?search_query=Peter+Gabriel+In+Your+Eyes
Steve Winwood,Higher Love,https://www.youtube.com/results?search_query=Steve+Winwood+Higher+Love
Steve Winwood,Roll with It,https://www.youtube.com/results?search_query=Steve+Winwood+Roll+with+It
Rod Stewart,Young Turks,https://www.youtube.com/results?search_query=Rod+Stewart+Young+Turks
Elton John,I'm Still Standing,https://www.youtube.com/results?search_query=Elton+John+I%27m+Still+Standing
Elton John,Sacrifice,https://www.youtube.com/results?search_query=Elton+John+Sacrifice
Paul Simon,You Can Call Me Al,https://www.youtube.com/results?search_query=Paul+Simon+You+Can+Call+Me+Al
Sting,Fields of Gold,https://www.youtube.com/results?search_query=Sting+Fields+of+Gold
Sting,If You Love Somebody Set Them Free,https://www.youtube.com/results?search_query=Sting+If+You+Love+Somebody+Set+Them+Free
Chicago,Hard to Say I'm Sorry,https://www.youtube.com/results?search_query=Chicago+Hard+to+Say+I%27m+Sorry
Chicago,You're the Inspiration,https://www.youtube.com/results?search_query=Chicago+You%27re+the+Inspiration
Starship,We Built This City,https://www.youtube.com/results?search_query=Starship+We+Built+This+City
Starship,Nothing's Gonna Stop Us Now,https://www.youtube.com/results?search_query=Starship+Nothing%27s+Gonna+Stop+Us+Now
Heart,Alone,https://www.youtube.com/results?search_query=Heart+Alone
Heart,These Dreams,https://www.youtube.com/results?search_query=Heart+These+Dreams
Wilson Phillips,Hold On,https://www.youtube.com/results?search_query=Wilson+Phillips+Hold+On
Debbie Gibson,Foolish Beat,https://www.youtube.com/results?search_query=Debbie+Gibson+Foolish+Beat
Tiffany,I Think We're Alone Now,https://www.youtube.com/results?search_query=Tiffany+I+Think+We%27re+Alone+Now
Rick Astley,Never Gonna Give You Up,https://www.youtube.com/results?search_query=Rick+Astley+Never+Gonna+Give+You+Up
Rick Astley,Together Forever,https://www.youtube.com/results?search_query=Rick+Astley+Together+Forever
Paula Abdul,Straight Up,https://www.youtube.com/results?search_query=Paula+Abdul+Straight+Up
Paula Abdul,Cold Hearted,https://www.youtube.com/results?search_query=Paula+Abdul+Cold+Hearted
Janet Jackson,Nasty,https://www.youtube.com/results?search_query=Janet+Jackson+Nasty
Janet Jackson,Control,https://www.youtube.com/results?search_query=Janet+Jackson+Control
Janet Jackson,Rhythm Nation,https://www.youtube.com/results?search_query=Janet+Jackson+Rhythm+Nation
Janet Jackson,Miss You Much,https://www.youtube.com/results?search_query=Janet+Jackson+Miss+You+Much
Lionel Richie,Dancing on the Ceiling,https://www.youtube.com/results?search_query=Lionel+Richie+Dancing+on+the+Ceiling
Kool & the Gang,Celebration,https://www.youtube.com/results?search_query=Kool+%26+the+Gang+Celebration
Kool & the Gang,Get Down On It,https://www.youtube.com/results?search_query=Kool+%26+the+Gang+Get+Down+On+It
"Earth, Wind & Fire",Let's Groove,https://www.youtube.com/results?search_query=Earth%2C+Wind+%26+Fire+Let%27s+Groove
Diana Ross,Upside Down,https://www.youtube.com/results?search_query=Diana+Ross+Upside+Down
Chaka Khan,I Feel for You,https://www.youtube.com/results?search_query=Chaka+Khan+I+Feel+for+You
Cameo,Word Up!,https://www.youtube.com/results?search_query=Cameo+Word+Up%21
The Time,Jungle Love,https://www.youtube.com/results?search_query=The+Time+Jungle+Love
Morris Day and the Time,The Bird,https://www.youtube.com/results?search_query=Morris+Day+and+the+Time+The+Bird
New Edition,Candy Girl,https://www.youtube.com/results?search_query=New+Edition+Candy+Girl
New Edition,Cool It Now,https://www.youtube.com/results?search_query=New+Edition+Cool+It+Now
Run-D.M.C.,It's Tricky,https://www.youtube.com/results?search_query=Run-D.M.C.+It%27s+Tricky
Run-D.M.C.,Walk This Way,https://www.youtube.com/results?search_query=Run-D.M.C.+Walk+This+Way
Beastie Boys,Fight for Your Right,https://www.youtube.com/results?search_query=Beastie+Boys+Fight+for+Your+Right
LL Cool J,I Need Love,https://www.youtube.com/results?search_query=LL+Cool+J+I+Need+Love
Grandmaster Flash and the Furious Five,The Message,https://www.youtube.com/results?search_query=Grandmaster+Flash+and+the+Furious+Five+The+Message
Salt-N-Pepa,Push It,https://www.youtube.com/results?search_query=Salt-N-Pepa+Push+It
Bobby Brown,My Prerogative,https://www.youtube.com/results?search_query=Bobby+Brown+My+Prerogative
Bobby McFerrin,"Don't Worry, Be Happy",https://www.youtube.com/results?search_query=Bobby+McFerrin+Don%27t+Worry%2C+Be+Happy
Dexys Midnight Runners,Come On Eileen,https://www.youtube.com/results?search_query=Dexys+Midnight+Runners+Come+On+Eileen
Toni Basil,Mickey,https://www.youtube.com/results?search_query=Toni+Basil+Mickey
Laura Branigan,Gloria,https://www.youtube.com/results?search_query=Laura+Branigan+Gloria
Irene Cara,Flashdance... What a Feeling,https://www.youtube.com/results?search_query=Irene+Cara+Flashdance...+What+a+Feeling
Irene Cara,Fame,https://www.youtube.com/results?search_query=Irene+Cara+Fame
Olivia Newton-John,Physical,https://www.youtube.com/results?search_query=Olivia+Newton-John+Physical
Sheena Easton,Morning Train (Nine to Five),https://www.youtube.com/results?search_query=Sheena+Easton+Morning+Train+%28Nine+to+Five%29
Bonnie Tyler,Total Eclipse of the Heart,https://www.youtube.com/results?search_query=Bonnie+Tyler+Total+Eclipse+of+the+Heart
Bonnie Tyler,Holding Out for a Hero,https://www.youtube.com/results?search_query=Bonnie+Tyler+Holding+Out+for+a+Hero
Cutting Crew,(I Just) Died in Your Arms,https://www.youtube.com/results?search_query=Cutting+Crew+%28I+Just%29+Died+in+Your+Arms
Mr. Mister,Broken Wings,https://www.youtube.com/results?search_query=Mr.+Mister+Broken+Wings
Mr. Mister,Kyrie,https://www.youtube.com/results?search_query=Mr.+Mister+Kyrie
Glenn Frey,The Heat Is On,https://www.youtube.com/results?search_query=Glenn+Frey+The+Heat+Is+On
Don Henley,The Boys of Summer,https://www.youtube.com/results?search_query=Don+Henley+The+Boys+of+Summer
Don Henley,Sunset Grill,https://www.youtube.com/results?search_query=Don+Henley+Sunset+Grill
John Cougar Mellencamp,Jack & Diane,https://www.youtube.com/results?search_query=John+Cougar+Mellencamp+Jack+%26+Diane
John Cougar Mellencamp,Hurts So Good,https://www.youtube.com/results?search_query=John+Cougar+Mellencamp+Hurts+So+Good
John Mellencamp,Small Town,https://www.youtube.com/results?search_query=John+Mellencamp+Small+Town
Steve Perry,Oh Sherrie,https://www.youtube.com/results?search_query=Steve+Perry+Oh+Sherrie
Loverboy,Working for the Weekend,https://www.youtube.com/results?search_query=Loverboy+Working+for+the+Weekend
Night Ranger,Sister Christian,https://www.youtube.com/results?search_query=Night+Ranger+Sister+Christian
Whitesnake,Here I Go Again,https://www.youtube.com/results?search_query=Whitesnake+Here+I+Go+Again
Scorpions,Rock You Like a Hurricane,https://www.youtube.com/results?search_query=Scorpions+Rock+You+Like+a+Hurricane
Scorpions,Wind of Change,https://www.youtube.com/results?search_query=Scorpions+Wind+of+Change
Twisted Sister,We're Not Gonna Take It,https://www.youtube.com/results?search_query=Twisted+Sister+We%27re+Not+Gonna+Take+It
Quiet Riot,Cum on Feel the Noize,https://www.youtube.com/results?search_query=Quiet+Riot+Cum+on+Feel+the+Noize
Ratt,Round and Round,https://www.youtube.com/results?search_query=Ratt+Round+and+Round
Motley Crue,Dr. Feelgood,https://www.youtube.com/results?search_query=Motley+Crue+Dr.+Feelgood
Poison,Every Rose Has Its Thorn,https://www.youtube.com/results?search_query=Poison+Every+Rose+Has+Its+Thorn
Poison,Talk Dirty to Me,https://www.youtube.com/results?search_query=Poison+Talk+Dirty+to+Me
