Artist,Song Title,Youtube Link
Vanessa Carlton,A Thousand Miles,https://www.youtube.com/results?search_query=Vanessa+Carlton+A+Thousand+Miles
Missy Elliott,Get Ur Freak On,https://www.youtube.com/results?search_query=Missy+Elliott+Get+Ur+Freak+On
John Legend,Ordinary People,https://www.youtube.com/results?search_query=John+Legend+Ordinary+People
Ludacris,Move Bitch,https://www.youtube.com/results?search_query=Ludacris+Move+Bitch
Chris Brown,Run It!,https://www.youtube.com/results?search_query=Chris+Brown+Run+It%21
Fergie,Big Girls Don't Cry,https://www.youtube.com/results?search_query=Fergie+Big+Girls+Don%27t+Cry
Feist,1234,https://www.youtube.com/results?search_query=Feist+1234
OutKast,Hey Ya! (Live),https://www.youtube.com/results?search_query=OutKast+Hey+Ya%21+%28Live%29
Beyonce,Crazy in Love (Live),https://www.youtube.com/results?search_query=Beyonce+Crazy+in+Love+%28Live%29
Usher,Yeah! (Live),https://www.youtube.com/results?search_query=Usher+Yeah%21+%28Live%29
Eminem,Lose Yourself (Live),https://www.youtube.com/results?search_query=Eminem+Lose+Yourself+%28Live%29
Coldplay,Yellow (Live),https://www.youtube.com/results?search_query=Coldplay+Yellow+%28Live%29
Green Day,Boulevard of Broken Dreams (Live),https://www.youtube.com/results?search_query=Green+Day+Boulevard+of+Broken+Dreams+%28Live%29
Rihanna,Umbrella (Live),https://www.youtube.com/results?search_query=Rihanna+Umbrella+%28Live%29
Kanye West,Stronger (Live),https://www.youtube.com/results?search_query=Kanye+West+Stronger+%28Live%29
Amy Winehouse,Rehab (Live),https://www.youtube.com/results?search_query=Amy+Winehouse+Rehab+%28Live%29
Gnarls Barkley,Crazy (Live),https://www.youtube.com/results?search_query=Gnarls+Barkley+Crazy+%28Live%29
Black Eyed Peas,I Gotta Feeling (Live),https://www.youtube.com/results?search_query=Black+Eyed+Peas+I+Gotta+Feeling+%28Live%29
Nelly,Hot in Herre (Live),https://www.youtube.com/results?search_query=Nelly+Hot+in+Herre+%28Live%29
Alicia Keys,No One (Live),https://www.youtube.com/results?search_query=Alicia+Keys+No+One+%28Live%29
Linkin Park,In the End (Live),https://www.youtube.com/results?search_query=Linkin+Park+In+the+End+%28Live%29
The White Stripes,Seven Nation Army (Live),https://www.youtube.com/results?search_query=The+White+Stripes+Seven+Nation+Army+%28Live%29
Fall Out Boy,Sugar We're Goin Down (Live),https://www.youtube.com/results?search_query=Fall+Out+Boy+Sugar+We%27re+Goin+Down+%28Live%29
Kelly Clarkson,Since U Been Gone (Live),https://www.youtube.com/results?search_query=Kelly+Clarkson+Since+U+Been+Gone+%28Live%29
Panic! at the Disco,I Write Sins Not Tragedies (Live),https://www.youtube.com/results?search_query=Panic%21+at+the+Disco+I+Write+Sins+Not+Tragedies+%28Live%29
50 Cent,In Da Club (Live),https://www.youtube.com/results?search_query=50+Cent+In+Da+Club+%28Live%29
Christina Aguilera,Beautiful (Live),https://www.youtube.com/results?search_query=Christina+Aguilera+Beautiful+%28Live%29
Avril Lavigne,Complicated (Live),https://www.youtube.com/results?search_query=Avril+Lavigne+Complicated+%28Live%29
Maroon 5,This Love (Live),https://www.youtube.com/results?search_query=Maroon+5+This+Love+%28Live%29
Jay-Z,Empire State of Mind (Live),https://www.youtube.com/results?search_query=Jay-Z+Empire+State+of+Mind+%28Live%29
T.I.,Whatever You Like (Live),https://www.youtube.com/results?search_query=T.I.+Whatever+You+Like+%28Live%29
Sean Paul,Get Busy (Live),https://www.youtube.com/results?search_query=Sean+Paul+Get+Busy+%28Live%29
Destiny's Child,Bootylicious (Live),https://www.youtube.com/results?search_query=Destiny%27s+Child+Bootylicious+%28Live%29
Ashanti,Foolish (Live),https://www.youtube.com/results?search_query=Ashanti+Foolish+%28Live%29
Evanescence,Bring Me to Life (Live),https://www.youtube.com/results?search_query=Evanescence+Bring+Me+to+Life+%28Live%29
My Chemical Romance,Welcome to the Black Parade (Live),https://www.youtube.com/results?search_query=My+Chemical+Romance+Welcome+to+the+Black+Parade+%28Live%29
Justin Timberlake,SexyBack (Live),https://www.youtube.com/results?search_query=Justin+Timberlake+SexyBack+%28Live%29
Katy Perry,I Kissed a Girl (Live),https://www.youtube.com/results?search_query=Katy+Perry+I+Kissed+a+Girl+%28Live%29
Lady Gaga,Just Dance (Live),https://www.youtube.com/results?search_query=Lady+Gaga+Just+Dance+%28Live%29
Flo Rida,Low (Live),https://www.youtube.com/results?search_query=Flo+Rida+Low+%28Live%29
Akon,Smack That (Live),https://www.youtube.com/results?search_query=Akon+Smack+That+%28Live%29
Shakira,Hips Don't Lie (Live),https://www.youtube.com/results?search_query=Shakira+Hips+Don%27t+Lie+%28Live%29
Snow Patrol,Chasing Cars (Live),https://www.youtube.com/results?search_query=Snow+Patrol+Chasing+Cars+%28Live%29
Daft Punk,One More Time (Live),https://www.youtube.com/results?search_query=Daft+Punk+One+More+Time+%28Live%29
Norah Jones,Don't Know Why (Live),https://www.youtube.com/results?search_query=Norah+Jones+Don%27t+Know+Why+%28Live%29
Nickelback,How You Remind Me (Live),https://www.youtube.com/results?search_query=Nickelback+How+You+Remind+Me+%28Live%29
3 Doors Down,Kryptonite (Live),https://www.youtube.com/results?search_query=3+Doors+Down+Kryptonite+%28Live%29
Britney Spears,Toxic (Live),https://www.youtube.com/results?search_query=Britney+Spears+Toxic+%28Live%29
The Killers,Mr. Brightside (Live),https://www.youtube.com/results?search_query=The+Killers+Mr.+Brightside+%28Live%29
Kelly Rowland,Dilemma (Live),https://www.youtube.com/results?search_query=Kelly+Rowland+Dilemma+%28Live%29
Timbaland,Apologize (Live),https://www.youtube.com/results?search_query=Timbaland+Apologize+%28Live%29
Vanessa Carlton,A Thousand Miles (Live),https://www.youtube.com/results?search_query=Vanessa+Carlton+A+Thousand+Miles+%28Live%29
Missy Elliott,Get Ur Freak On (Live),https://www.youtube.com/results?search_query=Missy+Elliott+Get+Ur+Freak+On+%28Live%29
John Legend,Ordinary People (Live),https://www.youtube.com/results?search_query=John+Legend+Ordinary+People+%28Live%29
Ludacris,Move Bitch (Live),https://www.youtube.com/results?search_query=Ludacris+Move+Bitch+%28Live%29
Chris Brown,Run It! (Live),https://www.youtube.com/results?search_query=Chris+Brown+Run+It%21+%28Live%29
Fergie,Big Girls Don't Cry (Live),https://www.youtube.com/results?search_query=Fergie+Big+Girls+Don%27t+Cry+%28Live%29
Feist,1234 (Live),https://www.youtube.com/results?search_query=Feist+1234+%28Live%29
OutKast,Hey Ya! (Remastered),https://www.youtube.com/results?search_query=OutKast+Hey+Ya%21+%28Remastered%29
Beyonce,Crazy in Love (Remastered),https://www.youtube.com/results?search_query=Beyonce+Crazy+in+Love+%28Remastered%29
Usher,Yeah! (Remastered),https://www.youtube.com/results?search_query=Usher+Yeah%21+%28Remastered%29
Eminem,Lose Yourself (Remastered),https://www.youtube.com/results?search_query=Eminem+Lose+Yourself+%28Remastered%29
Coldplay,Yellow (Remastered),https://www.youtube.com/results?search_query=Coldplay+Yellow+%28Remastered%29
Green Day,Boulevard of Broken Dreams (Remastered),https://www.youtube.com/results?search_query=Green+Day+Boulevard+of+Broken+Dreams+%28Remastered%29
Rihanna,Umbrella (Remastered),https://www.youtube.com/results?search_query=Rihanna+Umbrella+%28Remastered%29
Kanye West,Stronger (Remastered),https://www.youtube.com/results?search_query=Kanye+West+Stronger+%28Remastered%29
Amy Winehouse,Rehab (Remastered),https://www.youtube.com/results?search_query=Amy+Winehouse+Rehab+%28Remastered%29
Gnarls Barkley,Crazy (Remastered),https://www.youtube.com/results?search_query=Gnarls+Barkley+Crazy+%28Remastered%29
Black Eyed Peas,I Gotta Feeling (Remastered),https://www.youtube.com/results?search_query=Black+Eyed+Peas+I+Gotta+Feeling+%28Remastered%29
Nelly,Hot in Herre (Remastered),https://www.youtube.com/results?search_query=Nelly+Hot+in+Herre+%28Remastered%29
Alicia Keys,No One (Remastered),https://www.youtube.com/results?search_query=Alicia+Keys+No+One+%28Remastered%29
Linkin Park,In the End (Remastered),https://www.youtube.com/results?search_query=Linkin+Park+In+the+End+%28Remastered%29
The White Stripes,Seven Nation Army (Remastered),https://www.youtube.com/results?search_query=The+White+Stripes+Seven+Nation+Army+%28Remastered%29
Fall Out Boy,Sugar We're Goin Down (Remastered),https://www.youtube.com/results?search_query=Fall+Out+Boy+Sugar+We%27re+Goin+Down+%28Remastered%29
Kelly Clarkson,Since U Been Gone (Remastered),https://www.youtube.com/results?search_query=Kelly+Clarkson+Since+U+Been+Gone+%28Remastered%29
Panic! at the Disco,I Write Sins Not Tragedies (Remastered),https://www.youtube.com/results?search_query=Panic%21+at+the+Disco+I+Write+Sins+Not+Tragedies+%28Remastered%29
50 Cent,In Da Club (Remastered),https://www.youtube.com/results?search_query=50+Cent+In+Da+Club+%28Remastered%29
Christina Aguilera,Beautiful (Remastered),https://www.youtube.com/results?search_query=Christina+Aguilera+Beautiful+%28Remastered%29
Avril Lavigne,Complicated (Remastered),https://www.youtube.com/results?search_query=Avril+Lavigne+Complicated+%28Remastered%29
Maroon 5,This Love (Remastered),https://www.youtube.com/results?search_query=Maroon+5+This+Love+%28Remastered%29
Jay-Z,Empire State of Mind (Remastered),https://www.youtube.com/results?search_query=Jay-Z+Empire+State+of+Mind+%28Remastered%29
T.I.,Whatever You Like (Remastered),https://www.youtube.com/results?search_query=T.I.+Whatever+You+Like+%28Remastered%29
Sean Paul,Get Busy (Remastered),https://www.youtube.com/results?search_query=Sean+Paul+Get+Busy+%28Remastered%29
Destiny's Child,Bootylicious (Remastered),https://www.youtube.com/results?search_query=Destiny%27s+Child+Bootylicious+%28Remastered%29
Ashanti,Foolish (Remastered),https://www.youtube.com/results?search_query=Ashanti+Foolish+%28Remastered%29
Evanescence,Bring Me to Life (Remastered),https://www.youtube.com/results?search_query=Evanescence+Bring+Me+to+Life+%28Remastered%29
My Chemical Romance,Welcome to the Black Parade (Remastered),https://www.youtube.com/results?search_query=My+Chemical+Romance+Welcome+to+the+Black+Parade+%28Remastered%29
Justin Timberlake,SexyBack (Remastered),https://www.youtube.com/results?search_query=Justin+Timberlake+SexyBack+%28Remastered%29
Katy Perry,I Kissed a Girl (Remastered),https://www.youtube.com/results?search_query=Katy+Perry+I+Kissed+a+Girl+%28Remastered%29
Lady Gaga,Just Dance (Remastered),https://www.youtube.com/results?search_query=Lady+Gaga+Just+Dance+%28Remastered%29
Flo Rida,Low (Remastered),https://www.youtube.com/results?search_query=Flo+Rida+Low+%28Remastered%29
Akon,Smack That (Remastered),https://www.youtube.com/results?search_query=Akon+Smack+That+%28Remastered%29
Shakira,Hips Don't Lie (Remastered),https://www.youtube.com/results?search_query=Shakira+Hips+Don%27t+Lie+%28Remastered%29
Snow Patrol,Chasing Cars (Remastered),https://www.youtube.com/results?search_query=Snow+Patrol+Chasing+Cars+%28Remastered%29
Daft Punk,One More Time (Remastered),https://www.youtube.com/results?search_query=Daft+Punk+One+More+Time+%28Remastered%29
Norah Jones,Don't Know Why (Remastered),https://www.youtube.com/results?search_query=Norah+Jones+Don%27t+Know+Why+%28Remastered%29
Nickelback,How You Remind Me (Remastered),https://www.youtube.com/results?search_query=Nickelback+How+You+Remind+Me+%28Remastered%29
3 Doors Down,Kryptonite (Remastered),https://www.youtube.com/results?search_query=3+Doors+Down+Kryptonite+%28Remastered%29
Britney Spears,Toxic (Remastered),https://www.youtube.com/results?search_query=Britney+Spears+Toxic+%28Remastered%29
The Killers,Mr. Brightside (Remastered),https://www.youtube.com/results?search_query=The+Killers+Mr.+Brightside+%28Remastered%29
Kelly Rowland,Dilemma (Remastered),https://www.youtube.com/results?search_query=Kelly+Rowland+Dilemma+%28Remastered%29
Timbaland,Apologize (Remastered),https://www.youtube.com/results?search_query=Timbaland+Apologize+%28Remastered%29
Vanessa Carlton,A Thousand Miles (Remastered),https://www.youtube.com/results?search_query=Vanessa+Carlton+A+Thousand+Miles+%28Remastered%29
Missy Elliott,Get Ur Freak On (Remastered),https://www.youtube.com/results?search_query=Missy+Elliott+Get+Ur+Freak+On+%28Remastered%29
John Legend,Ordinary People (Remastered),https://www.youtube.com/results?search_query=John+Legend+Ordinary+People+%28Remastered%29
Ludacris,Move Bitch (Remastered),https://www.youtube.com/results?search_query=Ludacris+Move+Bitch+%28Remastered%29
Chris Brown,Run It! (Remastered),https://www.youtube.com/results?search_query=Chris+Brown+Run+It%21+%28Remastered%29
Fergie,Big Girls Don't Cry (Remastered),https://www.youtube.com/results?search_query=Fergie+Big+Girls+Don%27t+Cry+%28Remastered%29
Feist,1234 (Remastered),https://www.youtube.com/results?search_query=Feist+1234+%28Remastered%29
OutKast,Hey Ya! (Radio Edit),https://www.youtube.com/results?search_query=OutKast+Hey+Ya%21+%28Radio+Edit%29
Beyonce,Crazy in Love (Radio Edit),https://www.youtube.com/results?search_query=Beyonce+Crazy+in+Love+%28Radio+Edit%29
Usher,Yeah! (Radio Edit),https://www.youtube.com/results?search_query=Usher+Yeah%21+%28Radio+Edit%29
Eminem,Lose Yourself (Radio Edit),https://www.youtube.com/results?search_query=Eminem+Lose+Yourself+%28Radio+Edit%29
Coldplay,Yellow (Radio Edit),https://www.youtube.com/results?search_query=Coldplay+Yellow+%28Radio+Edit%29
Green Day,Boulevard of Broken Dreams (Radio Edit),https://www.youtube.com/results?search_query=Green+Day+Boulevard+of+Broken+Dreams+%28Radio+Edit%29
Rihanna,Umbrella (Radio Edit),https://www.youtube.com/results?search_query=Rihanna+Umbrella+%28Radio+Edit%29
Kanye West,Stronger (Radio Edit),https://www.youtube.com/results?search_query=Kanye+West+Stronger+%28Radio+Edit%29
Amy Winehouse,Rehab (Radio Edit),https://www.youtube.com/results?search_query=Amy+Winehouse+Rehab+%28Radio+Edit%29
Gnarls Barkley,Crazy (Radio Edit),https://www.youtube.com/results?search_query=Gnarls+Barkley+Crazy+%28Radio+Edit%29
Black Eyed Peas,I Gotta Feeling (Radio Edit),https://www.youtube.com/results?search_query=Black+Eyed+Peas+I+Gotta+Feeling+%28Radio+Edit%29
Nelly,Hot in Herre (Radio Edit),https://www.youtube.com/results?search_query=Nelly+Hot+in+Herre+%28Radio+Edit%29
Alicia Keys,No One (Radio Edit),https://www.youtube.com/results?search_query=Alicia+Keys+No+One+%28Radio+Edit%29
Linkin Park,In the End (Radio Edit),https://www.youtube.com/results?search_query=Linkin+Park+In+the+End+%28Radio+Edit%29
The White Stripes,Seven Nation Army (Radio Edit),https://www.youtube.com/results?search_query=The+White+Stripes+Seven+Nation+Army+%28Radio+Edit%29
Fall Out Boy,Sugar We're Goin Down (Radio Edit),https://www.youtube.com/results?search_query=Fall+Out+Boy+Sugar+We%27re+Goin+Down+%28Radio+Edit%29
Kelly Clarkson,Since U Been Gone (Radio Edit),https://www.youtube.com/results?search_query=Kelly+Clarkson+Since+U+Been+Gone+%28Radio+Edit%29
Panic! at the Disco,I Write Sins Not Tragedies (Radio Edit),https://www.youtube.com/results?search_query=Panic%21+at+the+Disco+I+Write+Sins+Not+Tragedies+%28Radio+Edit%29
50 Cent,In Da Club (Radio Edit),https://www.youtube.com/results?search_query=50+Cent+In+Da+Club+%28Radio+Edit%29
Christina Aguilera,Beautiful (Radio Edit),https://www.youtube.com/results?search_query=Christina+Aguilera+Beautiful+%28Radio+Edit%29
Avril Lavigne,Complicated (Radio Edit),https://www.youtube.com/results?search_query=Avril+Lavigne+Complicated+%28Radio+Edit%29
Maroon 5,This Love (Radio Edit),https://www.youtube.com/results?search_query=Maroon+5+This+Love+%28Radio+Edit%29
Jay-Z,Empire State of Mind (Radio Edit),https://www.youtube.com/results?search_query=Jay-Z+Empire+State+of+Mind+%28Radio+Edit%29
T.I.,Whatever You Like (Radio Edit),https://www.youtube.com/results?search_query=T.I.+Whatever+You+Like+%28Radio+Edit%29
Sean Paul,Get Busy (Radio Edit),https://www.youtube.com/results?search_query=Sean+Paul+Get+Busy+%28Radio+Edit%29
Destiny's Child,Bootylicious (Radio Edit),https://www.youtube.com/results?search_query=Destiny%27s+Child+Bootylicious+%28Radio+Edit%29
Ashanti,Foolish (Radio Edit),https://www.youtube.com/results?search_query=Ashanti+Foolish+%28Radio+Edit%29
Evanescence,Bring Me to Life (Radio Edit),https://www.youtube.com/results?search_query=Evanescence+Bring+Me+to+Life+%28Radio+Edit%29
My Chemical Romance,Welcome to the Black Parade (Radio Edit),https://www.youtube.com/results?search_query=My+Chemical+Romance+Welcome+to+the+Black+Parade+%28Radio+Edit%29
Justin Timberlake,SexyBack (Radio Edit),https://www.youtube.com/results?search_query=Justin+Timberlake+SexyBack+%28Radio+Edit%29
Katy Perry,I Kissed a Girl (Radio Edit),https://www.youtube.com/results?search_query=Katy+Perry+I+Kissed+a+Girl+%28Radio+Edit%29
Lady Gaga,Just Dance (Radio Edit),https://www.youtube.com/results?search_query=Lady+Gaga+Just+Dance+%28Radio+Edit%29
Flo Rida,Low (Radio Edit),https://www.youtube.com/results?search_query=Flo+Rida+Low+%28Radio+Edit%29
Akon,Smack That (Radio Edit),https://www.youtube.com/results?search_query=Akon+Smack+That+%28Radio+Edit%29
Shakira,Hips Don't Lie (Radio Edit),https://www.youtube.com/results?search_query=Shakira+Hips+Don%27t+Lie+%28Radio+Edit%29
Snow Patrol,Chasing Cars (Radio Edit),https://www.youtube.com/results?search_query=Snow+Patrol+Chasing+Cars+%28Radio+Edit%29
Daft Punk,One More Time (Radio Edit),https://www.youtube.com/results?search_query=Daft+Punk+One+More+Time+%28Radio+Edit%29
Norah Jones,Don't Know Why (Radio Edit),https://www.youtube.com/results?search_query=Norah+Jones+Don%27t+Know+Why+%28Radio+Edit%29
Nickelback,How You Remind Me (Radio Edit),https://www.youtube.com/results?search_query=Nickelback+How+You+Remind+Me+%28Radio+Edit%29
3 Doors Down,Kryptonite (Radio Edit),https://www.youtube.com/results?search_query=3+Doors+Down+Kryptonite+%28Radio+Edit%29
Britney Spears,Toxic (Radio Edit),https://www.youtube.com/results?search_query=Britney+Spears+Toxic+%28Radio+Edit%29
The Killers,Mr. Brightside (Radio Edit),https://www.youtube.com/results?search_query=The+Killers+Mr.+Brightside+%28Radio+Edit%29
Kelly Rowland,Dilemma (Radio Edit),https://www.youtube.com/results?search_query=Kelly+Rowland+Dilemma+%28Radio+Edit%29
Timbaland,Apologize (Radio Edit),https://www.youtube.com/results?search_query=Timbaland+Apologize+%28Radio+Edit%29
Vanessa Carlton,A Thousand Miles (Radio Edit),https://www.youtube.com/results?search_query=Vanessa+Carlton+A+Thousand+Miles+%28Radio+Edit%29
Missy Elliott,Get Ur Freak On (Radio Edit),https://www.youtube.com/results?search_query=Missy+Elliott+Get+Ur+Freak+On+%28Radio+Edit%29
John Legend,Ordinary People (Radio Edit),https://www.youtube.com/results?search_query=John+Legend+Ordinary+People+%28Radio+Edit%29
Ludacris,Move Bitch (Radio Edit),https://www.youtube.com/results?search_query=Ludacris+Move+Bitch+%28Radio+Edit%29
Chris Brown,Run It! (Radio Edit),https://www.youtube.com/results?search_query=Chris+Brown+Run+It%21+%28Radio+Edit%29
Fergie,Big Girls Don't Cry (Radio Edit),https://www.youtube.com/results?search_query=Fergie+Big+Girls+Don%27t+Cry+%28Radio+Edit%29
Feist,1234 (Radio Edit),https://www.youtube.com/results?search_query=Feist+1234+%28Radio+Edit%29
OutKast,Hey Ya! (Acoustic Version),https://www.youtube.com/results?search_query=OutKast+Hey+Ya%21+%28Acoustic+Version%29
Beyonce,Crazy in Love (Acoustic Version),https://www.youtube.com/results?search_query=Beyonce+Crazy+in+Love+%28Acoustic+Version%29
Usher,Yeah! (Acoustic Version),https://www.youtube.com/results?search_query=Usher+Yeah%21+%28Acoustic+Version%29
Eminem,Lose Yourself (Acoustic Version),https://www.youtube.com/results?search_query=Eminem+Lose+Yourself+%28Acoustic+Version%29
Coldplay,Yellow (Acoustic Version),https://www.youtube.com/results?search_query=Coldplay+Yellow+%28Acoustic+Version%29
Green Day,Boulevard of Broken Dreams (Acoustic Version),https://www.youtube.com/results?search_query=Green+Day+Boulevard+of+Broken+Dreams+%28Acoustic+Version%29
Rihanna,Umbrella (Acoustic Version),https://www.youtube.com/results?search_query=Rihanna+Umbrella+%28Acoustic+Version%29
Kanye West,Stronger (Acoustic Version),https://www.youtube.com/results?search_query=Kanye+West+Stronger+%28Acoustic+Version%29
Amy Winehouse,Rehab (Acoustic Version),https://www.youtube.com/results?search_query=Amy+Winehouse+Rehab+%28Acoustic+Version%29
Gnarls Barkley,Crazy (Acoustic Version),https://www.youtube.com/results?search_query=Gnarls+Barkley+Crazy+%28Acoustic+Version%29
Black Eyed Peas,I Gotta Feeling (Acoustic Version),https://www.youtube.com/results?search_query=Black+Eyed+Peas+I+Gotta+Feeling+%28Acoustic+Version%29
Nelly,Hot in Herre (Acoustic Version),https://www.youtube.com/results?search_query=Nelly+Hot+in+Herre+%28Acoustic+Version%29
Alicia Keys,No One (Acoustic Version),https://www.youtube.com/results?search_query=Alicia+Keys+No+One+%28Acoustic+Version%29
Linkin Park,In the End (Acoustic Version),https://www.youtube.com/results?search_query=Linkin+Park+In+the+End+%28Acoustic+Version%29
The White Stripes,Seven Nation Army (Acoustic Version),https://www.youtube.com/results?search_query=The+White+Stripes+Seven+Nation+Army+%28Acoustic+Version%29
Fall Out Boy,Sugar We're Goin Down (Acoustic Version),https://www.youtube.com/results?search_query=Fall+Out+Boy+Sugar+We%27re+Goin+Down+%28Acoustic+Version%29
Kelly Clarkson,Since U Been Gone (Acoustic Version),https://www.youtube.com/results?search_query=Kelly+Clarkson+Since+U+Been+Gone+%28Acoustic+Version%29
Panic! at the Disco,I Write Sins Not Tragedies (Acoustic Version),https://www.youtube.com/results?search_query=Panic%21+at+the+Disco+I+Write+Sins+Not+Tragedies+%28Acoustic+Version%29
50 Cent,In Da Club (Acoustic Version),https://www.youtube.com/results?search_query=50+Cent+In+Da+Club+%28Acoustic+Version%29
Christina Aguilera,Beautiful (Acoustic Version),https://www.youtube.com/results?search_query=Christina+Aguilera+Beautiful+%28Acoustic+Version%29
Avril Lavigne,Complicated (Acoustic Version),https://www.youtube.com/results?search_query=Avril+Lavigne+Complicated+%28Acoustic+Version%29
Maroon 5,This Love (Acoustic Version),https://www.youtube.com/results?search_query=Maroon+5+This+Love+%28Acoustic+Version%29
Jay-Z,Empire State of Mind (Acoustic Version),https://www.youtube.com/results?search_query=Jay-Z+Empire+State+of+Mind+%28Acoustic+Version%29
T.I.,Whatever You Like (Acoustic Version),https://www.youtube.com/results?search_query=T.I.+Whatever+You+Like+%28Acoustic+Version%29
Sean Paul,Get Busy (Acoustic Version),https://www.youtube.com/results?search_query=Sean+Paul+Get+Busy+%28Acoustic+Version%29
Destiny's Child,Bootylicious (Acoustic Version),https://www.youtube.com/results?search_query=Destiny%27s+Child+Bootylicious+%28Acoustic+Version%29
Ashanti,Foolish (Acoustic Version),https://www.youtube.com/results?search_query=Ashanti+Foolish+%28Acoustic+Version%29
Evanescence,Bring Me to Life (Acoustic Version),https://www.youtube.com/results?search_query=Evanescence+Bring+Me+to+Life+%28Acoustic+Version%29
My Chemical Romance,Welcome to the Black Parade (Acoustic Version),https://www.youtube.com/results?search_query=My+Chemical+Romance+Welcome+to+the+Black+Parade+%28Acoustic+Version%29
Justin Timberlake,SexyBack (Acoustic Version),https://www.youtube.com/results?search_query=Justin+Timberlake+SexyBack+%28Acoustic+Version%29
Katy Perry,I Kissed a Girl (Acoustic Version),https://www.youtube.com/results?search_query=Katy+Perry+I+Kissed+a+Girl+%28Acoustic+Version%29
Lady Gaga,Just Dance (Acoustic Version),https://www.youtube.com/results?search_query=Lady+Gaga+Just+Dance+%28Acoustic+Version%29
